Justin Barnes,1990-09-01,American,PF,Versatile Wing,TUC,83,245,2012,2023:5800000;2024:6000000;2025:6200000;2026:6400000,76,73,79,82,78,72,75,79,80,74,76,73,76,77,73,77,75,79
Kyle Robinson,1998-03-25,American,C,Rim Protector,TUC,86,265,2020,2023:3900000;2024:4100000;2025:4300000;2026:4500000,79,66,54,79,85,82,87,81,86,67,70,60,63,76,74,73,69,70
Mark Johnson,1992-04-10,American,PF,Rim Protector,FRS,82,240,2014,2023:5000000;2024:5200000;2025:5400000;2026:5600000,74,68,63,80,88,79,85,72,85,70,72,65,67,82,83,74,68,76
Eric Daniels,1993-11-15,American,C,Inside Scorer,FRS,84,255,2015,2023:4500000;2024:4700000;2025:4900000;2026:5100000,81,70,58,85,80,75,88,78,83,68,69,59,64,78,71,76,70,69
Greg White,1998-02-20,American,SF,Slasher,FRS,79,220,2020,2023:4200000;2024:4400000;2025:4600000;2026:4800000,77,75,69,82,70,72,60,69,71,75,76,80,78,86,88,79,65,78
Chris King,1996-08-05,American,PG,Floor General,FRS,74,190,2018,2023:6000000;2024:6200000;2025:6400000;2026:6600000,65,78,76,92,60,80,52,68,64,80,83,85,88,81,77,67,80,85
Tom Reed,1997-01-13,American,SG,Sharp Shooter,FRS,76,205,2019,2023:3800000;2024:4000000;2025:4200000;2026:4400000,70,80,88,89,57,64,48,65,70,65,67,77,75,83,85,70,66,81
David Green,1991-07-30,American,PF,Crafty Big,FRS,81,230,2013,2023:5500000;2024:5700000;2025:5900000;2026:6100000,73,77,85,86,76,68,70,74,76,72,75,70,73,79,68,72,77,74
Brian Carter,1999-03-12,American,C,Rim Protector,FRS,85,260,2021,2023:3400000;2024:3600000;2025:3800000;2026:4000000,68,64,50,78,87,78,91,80,88,66,67,54,58,75,72,69,74,66
Steven Hall,1995-10-24,American,SF,Versatile Wing,FRS,80,215,2017,2023:4700000;2024:4900000;2025:5100000;2026:5300000,72,74,77,84,80,85,80,73,75,77,78,76,77,82,84,75,71,80
Anthony Lewis,1994-06-18,American,PG,Inside Scorer,FRS,73,185,2016,2023:6300000;2024:6500000;2025:6700000;2026:6900000,69,82,80,91,65,77,55,70,68,84,80,88,85,80,79,78,82,84
Derrick Wright,1996-12-29,American,SG,Defensive Specialist,FRS,77,210,2018,2023:4100000;2024:4300000;2025:4500000;2026:4700000,66,71,73,76,72,86,82,76,67,70,72,71,73,80,87,71,68,77
Justin Barnes,1990-09-01,American,PF,Versatile Wing,FRS,83,245,2012,2023:5800000;2024:6000000;2025:6200000;2026:6400000,76,73,79,82,78,72,75,79,80,74,76,73,76,77,73,77,75,79
Kyle Robinson,1998-03-25,American,C,Rim Protector,FRS,86,265,2020,2023:3900000;2024:4100000;2025:4300000;2026:4500000,79,66,54,79,85,82,87,81,86,67,70,60,63,76,74,73,69,70
Mark Johnson,1992-04-10,American,PF,Rim Protector,RNO,82,240,2014,2023:5000000;2024:5200000;2025:5400000;2026:5600000,74,68,63,80,88,79,85,72,85,70,72,65,67,82,83,74,68,76
Eric Daniels,1993-11-15,American,C,Inside Scorer,RNO,84,255,2015,2023:4500000;2024:4700000;2025:4900000;2026:5100000,81,70,58,85,80,75,88,78,83,68,69,59,64,78,71,76,70,69
Greg White,1998-02-20,American,SF,Slasher,RNO,79,220,2020,2023:4200000;2024:4400000;2025:4600000;2026:4800000,77,75,69,82,70,72,60,69,71,75,76,80,78,86,88,79,65,78
Chris King,1996-08-05,American,PG,Floor General,RNO,74,190,2018,2023:6000000;2024:6200000;2025:6400000;2026:6600000,65,78,76,92,60,80,52,68,64,80,83,85,88,81,77,67,80,85
Tom Reed,1997-01-13,American,SG,Sharp Shooter,RNO,76,205,2019,2023:3800000;2024:4000000;2025:4200000;2026:4400000,70,80,88,89,57,64,48,65,70,65,67,77,75,83,85,70,66,81
David Green,1991-07-30,American,PF,Crafty Big,RNO,81,230,2013,2023:5500000;2024:5700000;2025:5900000;2026:6100000,73,77,85,86,76,68,70,74,76,72,75,70,73,79,68,72,77,74
Brian Carter,1999-03-12,American,C,Rim Protector,RNO,85,260,2021,2023:3400000;2024:3600000;2025:3800000;2026:4000000,68,64,50,78,87,78,91,80,88,66,67,54,58,75,72,69,74,66
Steven Hall,1995-10-24,American,SF,Versatile Wing,RNO,80,215,2017,2023:4700000;2024:4900000;2025:5100000;2026:5300000,72,74,77,84,80,85,80,73,75,77,78,76,77,82,84,75,71,80
Anthony Lewis,1994-06-18,American,PG,Inside Scorer,RNO,73,185,2016,2023:6300000;2024:6500000;2025:6700000;2026:6900000,69,82,80,91,65,77,55,70,68,84,80,88,85,80,79,78,82,84
Derrick Wright,1996-12-29,American,SG,Defensive Specialist,RNO,77,210,2018,2023:4100000;2024:4300000;2025:4500000;2026:4700000,66,71,73,76,72,86,82,76,67,70,72,71,73,80,87,71,68,77
Justin Barnes,1990-09-01,American,PF,Versatile Wing,RNO,83,245,2012,2023:5800000;2024:6000000;2025:6200000;2026:6400000,76,73,79,82,78,72,75,79,80,74,76,73,76,77,73,77,75,79
Kyle Robinson,1998-03-25,American,C,Rim Protector,RNO,86,265,2020,2023:3900000;2024:4100000;2025:4300000;2026:4500000,79,66,54,79,85,82,87,81,86,67,70,60,63,76,74,73,69,70
Mark Johnson,1992-04-10,American,PF,Rim Protector,BOU,82,240,2014,2023:5000000;2024:5200000;2025:5400000;2026:5600000,74,68,63,80,88,79,85,72,85,70,72,65,67,82,83,74,68,76
Eric Daniels,1993-11-15,American,C,Inside Scorer,BOU,84,255,2015,2023:4500000;2024:4700000;2025:4900000;2026:5100000,81,70,58,85,80,75,88,78,83,68,69,59,64,78,71,76,70,69
Greg White,1998-02-20,American,SF,Slasher,BOU,79,220,2020,2023:4200000;2024:4400000;2025:4600000;2026:4800000,77,75,69,82,70,72,60,69,71,75,76,80,78,86,88,79,65,78
Chris King,1996-08-05,American,PG,Floor General,BOU,74,190,2018,2023:6000000;2024:6200000;2025:6400000;2026:6600000,65,78,76,92,60,80,52,68,64,80,83,85,88,81,77,67,80,85
Tom Reed,1997-01-13,American,SG,Sharp Shooter,BOU,76,205,2019,2023:3800000;2024:4000000;2025:4200000;2026:4400000,70,80,88,89,57,64,48,65,70,65,67,77,75,83,85,70,66,81
David Green,1991-07-30,American,PF,Crafty Big,BOU,81,230,2013,2023:5500000;2024:5700000;2025:5900000;2026:6100000,73,77,85,86,76,68,70,74,76,72,75,70,73,79,68,72,77,74
Brian Carter,1999-03-12,American,C,Rim Protector,BOU,85,260,2021,2023:3400000;2024:3600000;2025:3800000;2026:4000000,68,64,50,78,87,78,91,80,88,66,67,54,58,75,72,69,74,66
Steven Hall,1995-10-24,American,SF,Versatile Wing,BOU,80,215,2017,2023:4700000;2024:4900000;2025:5100000;2026:5300000,72,74,77,84,80,85,80,73,75,77,78,76,77,82,84,75,71,80
Anthony Lewis,1994-06-18,American,PG,Inside Scorer,BOU,73,185,2016,2023:6300000;2024:6500000;2025:6700000;2026:6900000,69,82,80,91,65,77,55,70,68,84,80,88,85,80,79,78,82,84
Derrick Wright,1996-12-29,American,SG,Defensive Specialist,BOU,77,210,2018,2023:4100000;2024:4300000;2025:4500000;2026:4700000,66,71,73,76,72,86,82,76,67,70,72,71,73,80,87,71,68,77
Justin Barnes,1990-09-01,American,PF,Versatile Wing,BOU,83,245,2012,2023:5800000;2024:6000000;2025:6200000;2026:6400000,76,73,79,82,78,72,75,79,80,74,76,73,76,77,73,77,75,79
Kyle Robinson,1998-03-25,American,C,Rim Protector,BOU,86,265,2020,2023:3900000;2024:4100000;2025:4300000;2026:4500000,79,66,54,79,85,82,87,81,86,67,70,60,63,76,74,73,69,70
Mark Johnson,1992-04-10,American,PF,Rim Protector,AUS,82,240,2014,2023:5000000;2024:5200000;2025:5400000;2026:5600000,74,68,63,80,88,79,85,72,85,70,72,65,67,82,83,74,68,76
Eric Daniels,1993-11-15,American,C,Inside Scorer,AUS,84,255,2015,2023:4500000;2024:4700000;2025:4900000;2026:5100000,81,70,58,85,80,75,88,78,83,68,69,59,64,78,71,76,70,69
Greg White,1998-02-20,American,SF,Slasher,AUS,79,220,2020,2023:4200000;2024:4400000;2025:4600000;2026:4800000,77,75,69,82,70,72,60,69,71,75,76,80,78,86,88,79,65,78
Chris King,1996-08-05,American,PG,Floor General,AUS,74,190,2018,2023:6000000;2024:6200000;2025:6400000;2026:6600000,65,78,76,92,60,80,52,68,64,80,83,85,88,81,77,67,80,85
Tom Reed,1997-01-13,American,SG,Sharp Shooter,AUS,76,205,2019,2023:3800000;2024:4000000;2025:4200000;2026:4400000,70,80,88,89,57,64,48,65,70,65,67,77,75,83,85,70,66,81
David Green,1991-07-30,American,PF,Crafty Big,AUS,81,230,2013,2023:5500000;2024:5700000;2025:5900000;2026:6100000,73,77,85,86,76,68,70,74,76,72,75,70,73,79,68,72,77,74
Brian Carter,1999-03-12,American,C,Rim Protector,AUS,85,260,2021,2023:3400000;2024:3600000;2025:3800000;2026:4000000,68,64,50,78,87,78,91,80,88,66,67,54,58,75,72,69,74,66
Steven Hall,1995-10-24,American,SF,Versatile Wing,AUS,80,215,2017,2023:4700000;2024:4900000;2025:5100000;2026:5300000,72,74,77,84,80,85,80,73,75,77,78,76,77,82,84,75,71,80
Anthony Lewis,1994-06-18,American,PG,Inside Scorer,AUS,73,185,2016,2023:6300000;2024:6500000;2025:6700000;2026:6900000,69,82,80,91,65,77,55,70,68,84,80,88,85,80,79,78,82,84
Derrick Wright,1996-12-29,American,SG,Defensive Specialist,AUS,77,210,2018,2023:4100000;2024:4300000;2025:4500000;2026:4700000,66,71,73,76,72,86,82,76,67,70,72,71,73,80,87,71,68,77
Justin Barnes,1990-09-01,American,PF,Versatile Wing,AUS,83,245,2012,2023:5800000;2024:6000000;2025:6200000;2026:6400000,76,73,79,82,78,72,75,79,80,74,76,73,76,77,73,77,75,79
Kyle Robinson,1998-03-25,American,C,Rim Protector,AUS,86,265,2020,2023:3900000;2024:4100000;2025:4300000;2026:4500000,79,66,54,79,85,82,87,81,86,67,70,60,63,76,74,73,69,70
Mark Johnson,1992-04-10,American,PF,Rim Protector,ELP,82,240,2014,2023:5000000;2024:5200000;2025:5400000;2026:5600000,74,68,63,80,88,79,85,72,85,70,72,65,67,82,83,74,68,76
Eric Daniels,1993-11-15,American,C,Inside Scorer,ELP,84,255,2015,2023:4500000;2024:4700000;2025:4900000;2026:5100000,81,70,58,85,80,75,88,78,83,68,69,59,64,78,71,76,70,69
Greg White,1998-02-20,American,SF,Slasher,ELP,79,220,2020,2023:4200000;2024:4400000;2025:4600000;2026:4800000,77,75,69,82,70,72,60,69,71,75,76,80,78,86,88,79,65,78
Chris King,1996-08-05,American,PG,Floor General,ELP,74,190,2018,2023:6000000;2024:6200000;2025:6400000;2026:6600000,65,78,76,92,60,80,52,68,64,80,83,85,88,81,77,67,80,85
Tom Reed,1997-01-13,American,SG,Sharp Shooter,ELP,76,205,2019,2023:3800000;2024:4000000;2025:4200000;2026:4400000,70,80,88,89,57,64,48,65,70,65,67,77,75,83,85,70,66,81
David Green,1991-07-30,American,PF,Crafty Big,ELP,81,230,2013,2023:5500000;2024:5700000;2025:5900000;2026:6100000,73,77,85,86,76,68,70,74,76,72,75,70,73,79,68,72,77,74
Brian Carter,1999-03-12,American,C,Rim Protector,ELP,85,260,2021,2023:3400000;2024:3600000;2025:3800000;2026:4000000,68,64,50,78,87,78,91,80,88,66,67,54,58,75,72,69,74,66
Steven Hall,1995-10-24,American,SF,Versatile Wing,ELP,80,215,2017,2023:4700000;2024:4900000;2025:5100000;2026:5300000,72,74,77,84,80,85,80,73,75,77,78,76,77,82,84,75,71,80
Anthony Lewis,1994-06-18,American,PG,Inside Scorer,ELP,73,185,2016,2023:6300000;2024:6500000;2025:6700000;2026:6900000,69,82,80,91,65,77,55,70,68,84,80,88,85,80,79,78,82,84
Derrick Wright,1996-12-29,American,SG,Defensive Specialist,ELP,77,210,2018,2023:4100000;2024:4300000;2025:4500000;2026:4700000,66,71,73,76,72,86,82,76,67,70,72,71,73,80,87,71,68,77
Justin Barnes,1990-09-01,American,PF,Versatile Wing,ELP,83,245,2012,2023:5800000;2024:6000000;2025:6200000;2026:6400000,76,73,79,82,78,72,75,79,80,74,76,73,76,77,73,77,75,79
Kyle Robinson,1998-03-25,American,C,Rim Protector,ELP,86,265,2020,2023:3900000;2024:4100000;2025:4300000;2026:4500000,79,66,54,79,85,82,87,81,86,67,70,60,63,76,74,73,69,70
Mark Johnson,1992-04-10,American,PF,Rim Protector,CC,82,240,2014,2023:5000000;2024:5200000;2025:5400000;2026:5600000,74,68,63,80,88,79,85,72,85,70,72,65,67,82,83,74,68,76
Eric Daniels,1993-11-15,American,C,Inside Scorer,CC,84,255,2015,2023:4500000;2024:4700000;2025:4900000;2026:5100000,81,70,58,85,80,75,88,78,83,68,69,59,64,78,71,76,70,69
Greg White,1998-02-20,American,SF,Slasher,CC,79,220,2020,2023:4200000;2024:4400000;2025:4600000;2026:4800000,77,75,69,82,70,72,60,69,71,75,76,80,78,86,88,79,65,78
Chris King,1996-08-05,American,PG,Floor General,CC,74,190,2018,2023:6000000;2024:6200000;2025:6400000;2026:6600000,65,78,76,92,60,80,52,68,64,80,83,85,88,81,77,67,80,85
Tom Reed,1997-01-13,American,SG,Sharp Shooter,CC,76,205,2019,2023:3800000;2024:4000000;2025:4200000;2026:4400000,70,80,88,89,57,64,48,65,70,65,67,77,75,83,85,70,66,81
David Green,1991-07-30,American,PF,Crafty Big,CC,81,230,2013,2023:5500000;2024:5700000;2025:5900000;2026:6100000,73,77,85,86,76,68,70,74,76,72,75,70,73,79,68,72,77,74
Brian Carter,1999-03-12,American,C,Rim Protector,CC,85,260,2021,2023:3400000;2024:3600000;2025:3800000;2026:4000000,68,64,50,78,87,78,91,80,88,66,67,54,58,75,72,69,74,66
Steven Hall,1995-10-24,American,SF,Versatile Wing,CC,80,215,2017,2023:4700000;2024:4900000;2025:5100000;2026:5300000,72,74,77,84,80,85,80,73,75,77,78,76,77,82,84,75,71,80
Anthony Lewis,1994-06-18,American,PG,Inside Scorer,CC,73,185,2016,2023:6300000;2024:6500000;2025:6700000;2026:6900000,69,82,80,91,65,77,55,70,68,84,80,88,85,80,79,78,82,84
Derrick Wright,1996-12-29,American,SG,Defensive Specialist,CC,77,210,2018,2023:4100000;2024:4300000;2025:4500000;2026:4700000,66,71,73,76,72,86,82,76,67,70,72,71,73,80,87,71,68,77
Justin Barnes,1990-09-01,American,PF,Versatile Wing,CC,83,245,2012,2023:5800000;2024:6000000;2025:6200000;2026:6400000,76,73,79,82,78,72,75,79,80,74,76,73,76,77,73,77,75,79
Kyle Robinson,1998-03-25,American,C,Rim Protector,CC,86,265,2020,2023:3900000;2024:4100000;2025:4300000;2026:4500000,79,66,54,79,85,82,87,81,86,67,70,60,63,76,74,73,69,70
Mark Johnson,1992-04-10,American,PF,Rim Protector,BAT,82,240,2014,2023:5000000;2024:5200000;2025:5400000;2026:5600000,74,68,63,80,88,79,85,72,85,70,72,65,67,82,83,74,68,76
Eric Daniels,1993-11-15,American,C,Inside Scorer,BAT,84,255,2015,2023:4500000;2024:4700000;2025:4900000;2026:5100000,81,70,58,85,80,75,88,78,83,68,69,59,64,78,71,76,70,69
Greg White,1998-02-20,American,SF,Slasher,BAT,79,220,2020,2023:4200000;2024:4400000;2025:4600000;2026:4800000,77,75,69,82,70,72,60,69,71,75,76,80,78,86,88,79,65,78
Chris King,1996-08-05,American,PG,Floor General,BAT,74,190,2018,2023:6000000;2024:6200000;2025:6400000;2026:6600000,65,78,76,92,60,80,52,68,64,80,83,85,88,81,77,67,80,85
Tom Reed,1997-01-13,American,SG,Sharp Shooter,BAT,76,205,2019,2023:3800000;2024:4000000;2025:4200000;2026:4400000,70,80,88,89,57,64,48,65,70,65,67,77,75,83,85,70,66,81
David Green,1991-07-30,American,PF,Crafty Big,BAT,81,230,2013,2023:5500000;2024:5700000;2025:5900000;2026:6100000,73,77,85,86,76,68,70,74,76,72,75,70,73,79,68,72,77,74
Brian Carter,1999-03-12,American,C,Rim Protector,BAT,85,260,2021,2023:3400000;2024:3600000;2025:3800000;2026:4000000,68,64,50,78,87,78,91,80,88,66,67,54,58,75,72,69,74,66
Steven Hall,1995-10-24,American,SF,Versatile Wing,BAT,80,215,2017,2023:4700000;2024:4900000;2025:5100000;2026:5300000,72,74,77,84,80,85,80,73,75,77,78,76,77,82,84,75,71,80
Anthony Lewis,1994-06-18,American,PG,Inside Scorer,BAT,73,185,2016,2023:6300000;2024:6500000;2025:6700000;2026:6900000,69,82,80,91,65,77,55,70,68,84,80,88,85,80,79,78,82,84
Derrick Wright,1996-12-29,American,SG,Defensive Specialist,BAT,77,210,2018,2023:4100000;2024:4300000;2025:4500000;2026:4700000,66,71,73,76,72,86,82,76,67,70,72,71,73,80,87,71,68,77
Justin Barnes,1990-09-01,American,PF,Versatile Wing,BAT,83,245,2012,2023:5800000;2024:6000000;2025:6200000;2026:6400000,76,73,79,82,78,72,75,79,80,74,76,73,76,77,73,77,75,79
Kyle Robinson,1998-03-25,American,C,Rim Protector,BAT,86,265,2020,2023:3900000;2024:4100000;2025:4300000;2026:4500000,79,66,54,79,85,82,87,81,86,67,70,60,63,76,74,73,69,70
Mark Johnson,1992-04-10,American,PF,Rim Protector,LR,82,240,2014,2023:5000000;2024:5200000;2025:5400000;2026:5600000,74,68,63,80,88,79,85,72,85,70,72,65,67,82,83,74,68,76
Eric Daniels,1993-11-15,American,C,Inside Scorer,LR,84,255,2015,2023:4500000;2024:4700000;2025:4900000;2026:5100000,81,70,58,85,80,75,88,78,83,68,69,59,64,78,71,76,70,69
Greg White,1998-02-20,American,SF,Slasher,LR,79,220,2020,2023:4200000;2024:4400000;2025:4600000;2026:4800000,77,75,69,82,70,72,60,69,71,75,76,80,78,86,88,79,65,78
Chris King,1996-08-05,American,PG,Floor General,LR,74,190,2018,2023:6000000;2024:6200000;2025:6400000;2026:6600000,65,78,76,92,60,80,52,68,64,80,83,85,88,81,77,67,80,85
Tom Reed,1997-01-13,American,SG,Sharp Shooter,LR,76,205,2019,2023:3800000;2024:4000000;2025:4200000;2026:4400000,70,80,88,89,57,64,48,65,70,65,67,77,75,83,85,70,66,81
David Green,1991-07-30,American,PF,Crafty Big,LR,81,230,2013,2023:5500000;2024:5700000;2025:5900000;2026:6100000,73,77,85,86,76,68,70,74,76,72,75,70,73,79,68,72,77,74
Brian Carter,1999-03-12,American,C,Rim Protector,LR,85,260,2021,2023:3400000;2024:3600000;2025:3800000;2026:4000000,68,64,50,78,87,78,91,80,88,66,67,54,58,75,72,69,74,66
Steven Hall,1995-10-24,American,SF,Versatile Wing,LR,80,215,2017,2023:4700000;2024:4900000;2025:5100000;2026:5300000,72,74,77,84,80,85,80,73,75,77,78,76,77,82,84,75,71,80
Anthony Lewis,1994-06-18,American,PG,Inside Scorer,LR,73,185,2016,2023:6300000;2024:6500000;2025:6700000;2026:6900000,69,82,80,91,65,77,55,70,68,84,80,88,85,80,79,78,82,84
Derrick Wright,1996-12-29,American,SG,Defensive Specialist,LR,77,210,2018,2023:4100000;2024:4300000;2025:4500000;2026:4700000,66,71,73,76,72,86,82,76,67,70,72,71,73,80,87,71,68,77
Justin Barnes,1990-09-01,American,PF,Versatile Wing,LR,83,245,2012,2023:5800000;2024:6000000;2025:6200000;2026:6400000,76,73,79,82,78,72,75,79,80,74,76,73,76,77,73,77,75,79
Kyle Robinson,1998-03-25,American,C,Rim Protector,LR,86,265,2020,2023:3900000;2024:4100000;2025:4300000;2026:4500000,79,66,54,79,85,82,87,81,86,67,70,60,63,76,74,73,69,70
# Games Section
homeTeam,awayTeam
ALB,PVD
ALB,HFD
ALB,HAM
ALB,ROC
ALB,MPL
ALB,GRR
ALB,AKR
ALB,FTW
ALB,GRB
ALB,FTL
ALB,RAL
ALB,SAV
ALB,SRQ
ALB,NAP
ALB,BOI
ALB,SLC
ALB,FAR
ALB,EUG
ALB,TUL
ALB,SDG
ALB,TUC
ALB,FRS
ALB,RNO
ALB,BOU
ALB,AUS
ALB,ELP
ALB,CC
ALB,BAT
ALB,LR
PVD,ALB
PVD,HFD
PVD,HAM
PVD,ROC
PVD,MPL
PVD,GRR
PVD,AKR
PVD,FTW
PVD,GRB
PVD,FTL
PVD,RAL
PVD,SAV
PVD,SRQ
PVD,NAP
PVD,BOI
PVD,SLC
PVD,FAR
PVD,EUG
PVD,TUL
PVD,SDG
PVD,TUC
PVD,FRS
PVD,RNO
PVD,BOU
PVD,AUS
PVD,ELP
PVD,CC
PVD,BAT
PVD,LR
HFD,ALB
HFD,PVD
HFD,HAM
HFD,ROC
HFD,MPL
HFD,GRR
HFD,AKR
HFD,FTW
HFD,GRB
HFD,FTL
HFD,RAL
HFD,SAV
HFD,SRQ
HFD,NAP
HFD,BOI
HFD,SLC
HFD,FAR
HFD,EUG
HFD,TUL
HFD,SDG
HFD,TUC
HFD,FRS
HFD,RNO
HFD,BOU
HFD,AUS
HFD,ELP
HFD,CC
HFD,BAT
HFD,LR
HAM,ALB
HAM,PVD
HAM,HFD
HAM,ROC
HAM,MPL
HAM,GRR
HAM,AKR
HAM,FTW
HAM,GRB
HAM,FTL
HAM,RAL
HAM,SAV
HAM,SRQ
HAM,NAP
HAM,BOI
HAM,SLC
HAM,FAR
HAM,EUG
HAM,TUL
HAM,SDG
HAM,TUC
HAM,FRS
HAM,RNO
HAM,BOU
HAM,AUS
HAM,ELP
HAM,CC
HAM,BAT
HAM,LR
ROC,ALB
ROC,PVD
ROC,HFD
ROC,HAM
ROC,MPL
ROC,GRR
ROC,AKR
ROC,FTW
ROC,GRB
ROC,FTL
ROC,RAL
ROC,SAV
ROC,SRQ
ROC,NAP
ROC,BOI
ROC,SLC
ROC,FAR
ROC,EUG
ROC,TUL
ROC,SDG
ROC,TUC
ROC,FRS
ROC,RNO
ROC,BOU
ROC,AUS
ROC,ELP
ROC,CC
ROC,BAT
ROC,LR
MPL,ALB
MPL,PVD
MPL,HFD
MPL,HAM
MPL,ROC
MPL,GRR
MPL,AKR
MPL,FTW
MPL,GRB
MPL,FTL
MPL,RAL
MPL,SAV
MPL,SRQ
MPL,NAP
MPL,BOI
MPL,SLC
MPL,FAR
MPL,EUG
MPL,TUL
MPL,SDG
MPL,TUC
MPL,FRS
MPL,RNO
MPL,BOU
MPL,AUS
MPL,ELP
MPL,CC
MPL,BAT
MPL,LR
GRR,ALB
GRR,PVD
GRR,HFD
GRR,HAM
GRR,ROC
GRR,MPL
GRR,AKR
GRR,FTW
GRR,GRB
GRR,FTL
GRR,RAL
GRR,SAV
GRR,SRQ
GRR,NAP
GRR,BOI
GRR,SLC
GRR,FAR
GRR,EUG
GRR,TUL
GRR,SDG
GRR,TUC
GRR,FRS
GRR,RNO
GRR,BOU
GRR,AUS
GRR,ELP
GRR,CC
GRR,BAT
GRR,LR
AKR,ALB
AKR,PVD
AKR,HFD
AKR,HAM
AKR,ROC
AKR,MPL
AKR,GRR
AKR,FTW
AKR,GRB
AKR,FTL
AKR,RAL
AKR,SAV
AKR,SRQ
AKR,NAP
AKR,BOI
AKR,SLC
AKR,FAR
AKR,EUG
AKR,TUL
AKR,SDG
AKR,TUC
AKR,FRS
AKR,RNO
AKR,BOU
AKR,AUS
AKR,ELP
AKR,CC
AKR,BAT
AKR,LR
FTW,ALB
FTW,PVD
FTW,HFD
FTW,HAM
FTW,ROC
FTW,MPL
FTW,GRR
FTW,AKR
FTW,GRB
FTW,FTL
FTW,RAL
FTW,SAV
FTW,SRQ
FTW,NAP
FTW,BOI
FTW,SLC
FTW,FAR
FTW,EUG
FTW,TUL
FTW,SDG
FTW,TUC
FTW,FRS
FTW,RNO
FTW,BOU
FTW,AUS
FTW,ELP
FTW,CC
FTW,BAT
FTW,LR
GRB,ALB
GRB,PVD
GRB,HFD
GRB,HAM
GRB,ROC
GRB,MPL
GRB,GRR
GRB,AKR
GRB,FTW
GRB,FTL
GRB,RAL
GRB,SAV
GRB,SRQ
GRB,NAP
GRB,BOI
GRB,SLC
GRB,FAR
GRB,EUG
GRB,TUL
GRB,SDG
GRB,TUC
GRB,FRS
GRB,RNO
GRB,BOU
GRB,AUS
GRB,ELP
GRB,CC
GRB,BAT
GRB,LR
FTL,ALB
FTL,PVD
FTL,HFD
FTL,HAM
FTL,ROC
FTL,MPL
FTL,GRR
FTL,AKR
FTL,FTW
FTL,GRB
FTL,RAL
FTL,SAV
FTL,SRQ
FTL,NAP
FTL,BOI
FTL,SLC
FTL,FAR
FTL,EUG
FTL,TUL
FTL,SDG
FTL,TUC
FTL,FRS
FTL,RNO
FTL,BOU
FTL,AUS
FTL,ELP
FTL,CC
FTL,BAT
FTL,LR
RAL,ALB
RAL,PVD
RAL,HFD
RAL,HAM
RAL,ROC
RAL,MPL
RAL,GRR
RAL,AKR
RAL,FTW
RAL,GRB
RAL,FTL
RAL,SAV
RAL,SRQ
RAL,NAP
RAL,BOI
RAL,SLC
RAL,FAR
RAL,EUG
RAL,TUL
RAL,SDG
RAL,TUC
RAL,FRS
RAL,RNO
RAL,BOU
RAL,AUS
RAL,ELP
RAL,CC
RAL,BAT
RAL,LR
SAV,ALB
SAV,PVD
SAV,HFD
SAV,HAM
SAV,ROC
SAV,MPL
SAV,GRR
SAV,AKR
SAV,FTW
SAV,GRB
SAV,FTL
SAV,RAL
SAV,SRQ
SAV,NAP
SAV,BOI
SAV,SLC
SAV,FAR
SAV,EUG
SAV,TUL
SAV,SDG
SAV,TUC
SAV,FRS
SAV,RNO
SAV,BOU
SAV,AUS
SAV,ELP
SAV,CC
SAV,BAT
SAV,LR
SRQ,ALB
SRQ,PVD
SRQ,HFD
SRQ,HAM
SRQ,ROC
SRQ,MPL
SRQ,GRR
SRQ,AKR
SRQ,FTW
SRQ,GRB
SRQ,FTL
SRQ,RAL
SRQ,SAV
SRQ,NAP
SRQ,BOI
SRQ,SLC
SRQ,FAR
SRQ,EUG
SRQ,TUL
SRQ,SDG
SRQ,TUC
SRQ,FRS
SRQ,RNO
SRQ,BOU
SRQ,AUS
SRQ,ELP
SRQ,CC
SRQ,BAT
SRQ,LR
NAP,ALB
NAP,PVD
NAP,HFD
NAP,HAM
NAP,ROC
NAP,MPL
NAP,GRR
NAP,AKR
NAP,FTW
NAP,GRB
NAP,FTL
NAP,RAL
NAP,SAV
NAP,SRQ
NAP,BOI
NAP,SLC
NAP,FAR
NAP,EUG
NAP,TUL
NAP,SDG
NAP,TUC
NAP,FRS
NAP,RNO
NAP,BOU
NAP,AUS
NAP,ELP
NAP,CC
NAP,BAT
NAP,LR
BOI,ALB
BOI,PVD
BOI,HFD
BOI,HAM
BOI,ROC
BOI,MPL
BOI,GRR
BOI,AKR
BOI,FTW
BOI,GRB
BOI,FTL
BOI,RAL
BOI,SAV
BOI,SRQ
BOI,NAP
BOI,SLC
BOI,FAR
BOI,EUG
BOI,TUL
BOI,SDG
BOI,TUC
BOI,FRS
BOI,RNO
BOI,BOU
BOI,AUS
BOI,ELP
BOI,CC
BOI,BAT
BOI,LR
SLC,ALB
SLC,PVD
SLC,HFD
SLC,HAM
SLC,ROC
SLC,MPL
SLC,GRR
SLC,AKR
SLC,FTW
SLC,GRB
SLC,FTL
SLC,RAL
SLC,SAV
SLC,SRQ
SLC,NAP
SLC,BOI
SLC,FAR
SLC,EUG
SLC,TUL
SLC,SDG
SLC,TUC
SLC,FRS
SLC,RNO
SLC,BOU
SLC,AUS
SLC,ELP
SLC,CC
SLC,BAT
SLC,LR
FAR,ALB
FAR,PVD
FAR,HFD
FAR,HAM
FAR,ROC
FAR,MPL
FAR,GRR
FAR,AKR
FAR,FTW
FAR,GRB
FAR,FTL
FAR,RAL
FAR,SAV
FAR,SRQ
FAR,NAP
FAR,BOI
