Justin Barnes,1990-09-01,American,PF,Versatile Wing,TUC,83,245,2012,2023:5800000;2024:6000000;2025:6200000;2026:6400000,76,73,79,82,78,72,75,79,80,74,76,73,76,77,73,77,75,79
Kyle Robinson,1998-03-25,American,C,Rim Protector,TUC,86,265,2020,2023:3900000;2024:4100000;2025:4300000;2026:4500000,79,66,54,79,85,82,87,81,86,67,70,60,63,76,74,73,69,70
Mark Johnson,1992-04-10,American,PF,Rim Protector,FRS,82,240,2014,2023:5000000;2024:5200000;2025:5400000;2026:5600000,74,68,63,80,88,79,85,72,85,70,72,65,67,82,83,74,68,76
Eric Daniels,1993-11-15,American,C,Inside Scorer,FRS,84,255,2015,2023:4500000;2024:4700000;2025:4900000;2026:5100000,81,70,58,85,80,75,88,78,83,68,69,59,64,78,71,76,70,69
Greg White,1998-02-20,American,SF,Slasher,FRS,79,220,2020,2023:4200000;2024:4400000;2025:4600000;2026:4800000,77,75,69,82,70,72,60,69,71,75,76,80,78,86,88,79,65,78
Chris King,1996-08-05,American,PG,Floor General,FRS,74,190,2018,2023:6000000;2024:6200000;2025:6400000;2026:6600000,65,78,76,92,60,80,52,68,64,80,83,85,88,81,77,67,80,85
Tom Reed,1997-01-13,American,SG,Sharp Shooter,FRS,76,205,2019,2023:3800000;2024:4000000;2025:4200000;2026:4400000,70,80,88,89,57,64,48,65,70,65,67,77,75,83,85,70,66,81
David Green,1991-07-30,American,PF,Crafty Big,FRS,81,230,2013,2023:5500000;2024:5700000;2025:5900000;2026:6100000,73,77,85,86,76,68,70,74,76,72,75,70,73,79,68,72,77,74
Brian Carter,1999-03-12,American,C,Rim Protector,FRS,85,260,2021,2023:3400000;2024:3600000;2025:3800000;2026:4000000,68,64,50,78,87,78,91,80,88,66,67,54,58,75,72,69,74,66
Steven Hall,1995-10-24,American,SF,Versatile Wing,FRS,80,215,2017,2023:4700000;2024:4900000;2025:5100000;2026:5300000,72,74,77,84,80,85,80,73,75,77,78,76,77,82,84,75,71,80
Anthony Lewis,1994-06-18,American,PG,Inside Scorer,FRS,73,185,2016,2023:6300000;2024:6500000;2025:6700000;2026:6900000,69,82,80,91,65,77,55,70,68,84,80,88,85,80,79,78,82,84
Derrick Wright,1996-12-29,American,SG,Defensive Specialist,FRS,77,210,2018,2023:4100000;2024:4300000;2025:4500000;2026:4700000,66,71,73,76,72,86,82,76,67,70,72,71,73,80,87,71,68,77
Justin Barnes,1990-09-01,American,PF,Versatile Wing,FRS,83,245,2012,2023:5800000;2024:6000000;2025:6200000;2026:6400000,76,73,79,82,78,72,75,79,80,74,76,73,76,77,73,77,75,79
Kyle Robinson,1998-03-25,American,C,Rim Protector,FRS,86,265,2020,2023:3900000;2024:4100000;2025:4300000;2026:4500000,79,66,54,79,85,82,87,81,86,67,70,60,63,76,74,73,69,70
Mark Johnson,1992-04-10,American,PF,Rim Protector,RNO,82,240,2014,2023:5000000;2024:5200000;2025:5400000;2026:5600000,74,68,63,80,88,79,85,72,85,70,72,65,67,82,83,74,68,76
Eric Daniels,1993-11-15,American,C,Inside Scorer,RNO,84,255,2015,2023:4500000;2024:4700000;2025:4900000;2026:5100000,81,70,58,85,80,75,88,78,83,68,69,59,64,78,71,76,70,69
Greg White,1998-02-20,American,SF,Slasher,RNO,79,220,2020,2023:4200000;2024:4400000;2025:4600000;2026:4800000,77,75,69,82,70,72,60,69,71,75,76,80,78,86,88,79,65,78
Chris King,1996-08-05,American,PG,Floor General,RNO,74,190,2018,2023:6000000;2024:6200000;2025:6400000;2026:6600000,65,78,76,92,60,80,52,68,64,80,83,85,88,81,77,67,80,85
Tom Reed,1997-01-13,American,SG,Sharp Shooter,RNO,76,205,2019,2023:3800000;2024:4000000;2025:4200000;2026:4400000,70,80,88,89,57,64,48,65,70,65,67,77,75,83,85,70,66,81
David Green,1991-07-30,American,PF,Crafty Big,RNO,81,230,2013,2023:5500000;2024:5700000;2025:5900000;2026:6100000,73,77,85,86,76,68,70,74,76,72,75,70,73,79,68,72,77,74
Brian Carter,1999-03-12,American,C,Rim Protector,RNO,85,260,2021,2023:3400000;2024:3600000;2025:3800000;2026:4000000,68,64,50,78,87,78,91,80,88,66,67,54,58,75,72,69,74,66
Steven Hall,1995-10-24,American,SF,Versatile Wing,RNO,80,215,2017,2023:4700000;2024:4900000;2025:5100000;2026:5300000,72,74,77,84,80,85,80,73,75,77,78,76,77,82,84,75,71,80
Anthony Lewis,1994-06-18,American,PG,Inside Scorer,RNO,73,185,2016,2023:6300000;2024:6500000;2025:6700000;2026:6900000,69,82,80,91,65,77,55,70,68,84,80,88,85,80,79,78,82,84
Derrick Wright,1996-12-29,American,SG,Defensive Specialist,RNO,77,210,2018,2023:4100000;2024:4300000;2025:4500000;2026:4700000,66,71,73,76,72,86,82,76,67,70,72,71,73,80,87,71,68,77
Justin Barnes,1990-09-01,American,PF,Versatile Wing,RNO,83,245,2012,2023:5800000;2024:6000000;2025:6200000;2026:6400000,76,73,79,82,78,72,75,79,80,74,76,73,76,77,73,77,75,79
Kyle Robinson,1998-03-25,American,C,Rim Protector,RNO,86,265,2020,2023:3900000;2024:4100000;2025:4300000;2026:4500000,79,66,54,79,85,82,87,81,86,67,70,60,63,76,74,73,69,70
Mark Johnson,1992-04-10,American,PF,Rim Protector,BOU,82,240,2014,2023:5000000;2024:5200000;2025:5400000;2026:5600000,74,68,63,80,88,79,85,72,85,70,72,65,67,82,83,74,68,76
Eric Daniels,1993-11-15,American,C,Inside Scorer,BOU,84,255,2015,2023:4500000;2024:4700000;2025:4900000;2026:5100000,81,70,58,85,80,75,88,78,83,68,69,59,64,78,71,76,70,69
Greg White,1998-02-20,American,SF,Slasher,BOU,79,220,2020,2023:4200000;2024:4400000;2025:4600000;2026:4800000,77,75,69,82,70,72,60,69,71,75,76,80,78,86,88,79,65,78
Chris King,1996-08-05,American,PG,Floor General,BOU,74,190,2018,2023:6000000;2024:6200000;2025:6400000;2026:6600000,65,78,76,92,60,80,52,68,64,80,83,85,88,81,77,67,80,85
Tom Reed,1997-01-13,American,SG,Sharp Shooter,BOU,76,205,2019,2023:3800000;2024:4000000;2025:4200000;2026:4400000,70,80,88,89,57,64,48,65,70,65,67,77,75,83,85,70,66,81
David Green,1991-07-30,American,PF,Crafty Big,BOU,81,230,2013,2023:5500000;2024:5700000;2025:5900000;2026:6100000,73,77,85,86,76,68,70,74,76,72,75,70,73,79,68,72,77,74
Brian Carter,1999-03-12,American,C,Rim Protector,BOU,85,260,2021,2023:3400000;2024:3600000;2025:3800000;2026:4000000,68,64,50,78,87,78,91,80,88,66,67,54,58,75,72,69,74,66
Steven Hall,1995-10-24,American,SF,Versatile Wing,BOU,80,215,2017,2023:4700000;2024:4900000;2025:5100000;2026:5300000,72,74,77,84,80,85,80,73,75,77,78,76,77,82,84,75,71,80
Anthony Lewis,1994-06-18,American,PG,Inside Scorer,BOU,73,185,2016,2023:6300000;2024:6500000;2025:6700000;2026:6900000,69,82,80,91,65,77,55,70,68,84,80,88,85,80,79,78,82,84
Derrick Wright,1996-12-29,American,SG,Defensive Specialist,BOU,77,210,2018,2023:4100000;2024:4300000;2025:4500000;2026:4700000,66,71,73,76,72,86,82,76,67,70,72,71,73,80,87,71,68,77
Justin Barnes,1990-09-01,American,PF,Versatile Wing,BOU,83,245,2012,2023:5800000;2024:6000000;2025:6200000;2026:6400000,76,73,79,82,78,72,75,79,80,74,76,73,76,77,73,77,75,79
Kyle Robinson,1998-03-25,American,C,Rim Protector,BOU,86,265,2020,2023:3900000;2024:4100000;2025:4300000;2026:4500000,79,66,54,79,85,82,87,81,86,67,70,60,63,76,74,73,69,70
Mark Johnson,1992-04-10,American,PF,Rim Protector,AUS,82,240,2014,2023:5000000;2024:5200000;2025:5400000;2026:5600000,74,68,63,80,88,79,85,72,85,70,72,65,67,82,83,74,68,76
Eric Daniels,1993-11-15,American,C,Inside Scorer,AUS,84,255,2015,2023:4500000;2024:4700000;2025:4900000;2026:5100000,81,70,58,85,80,75,88,78,83,68,69,59,64,78,71,76,70,69
Greg White,1998-02-20,American,SF,Slasher,AUS,79,220,2020,2023:4200000;2024:4400000;2025:4600000;2026:4800000,77,75,69,82,70,72,60,69,71,75,76,80,78,86,88,79,65,78
Chris King,1996-08-05,American,PG,Floor General,AUS,74,190,2018,2023:6000000;2024:6200000;2025:6400000;2026:6600000,65,78,76,92,60,80,52,68,64,80,83,85,88,81,77,67,80,85
Tom Reed,1997-01-13,American,SG,Sharp Shooter,AUS,76,205,2019,2023:3800000;2024:4000000;2025:4200000;2026:4400000,70,80,88,89,57,64,48,65,70,65,67,77,75,83,85,70,66,81
David Green,1991-07-30,American,PF,Crafty Big,AUS,81,230,2013,2023:5500000;2024:5700000;2025:5900000;2026:6100000,73,77,85,86,76,68,70,74,76,72,75,70,73,79,68,72,77,74
Brian Carter,1999-03-12,American,C,Rim Protector,AUS,85,260,2021,2023:3400000;2024:3600000;2025:3800000;2026:4000000,68,64,50,78,87,78,91,80,88,66,67,54,58,75,72,69,74,66
Steven Hall,1995-10-24,American,SF,Versatile Wing,AUS,80,215,2017,2023:4700000;2024:4900000;2025:5100000;2026:5300000,72,74,77,84,80,85,80,73,75,77,78,76,77,82,84,75,71,80
Anthony Lewis,1994-06-18,American,PG,Inside Scorer,AUS,73,185,2016,2023:6300000;2024:6500000;2025:6700000;2026:6900000,69,82,80,91,65,77,55,70,68,84,80,88,85,80,79,78,82,84
Derrick Wright,1996-12-29,American,SG,Defensive Specialist,AUS,77,210,2018,2023:4100000;2024:4300000;2025:4500000;2026:4700000,66,71,73,76,72,86,82,76,67,70,72,71,73,80,87,71,68,77
Justin Barnes,1990-09-01,American,PF,Versatile Wing,AUS,83,245,2012,2023:5800000;2024:6000000;2025:6200000;2026:6400000,76,73,79,82,78,72,75,79,80,74,76,73,76,77,73,77,75,79
Kyle Robinson,1998-03-25,American,C,Rim Protector,AUS,86,265,2020,2023:3900000;2024:4100000;2025:4300000;2026:4500000,79,66,54,79,85,82,87,81,86,67,70,60,63,76,74,73,69,70
Mark Johnson,1992-04-10,American,PF,Rim Protector,ELP,82,240,2014,2023:5000000;2024:5200000;2025:5400000;2026:5600000,74,68,63,80,88,79,85,72,85,70,72,65,67,82,83,74,68,76
Eric Daniels,1993-11-15,American,C,Inside Scorer,ELP,84,255,2015,2023:4500000;2024:4700000;2025:4900000;2026:5100000,81,70,58,85,80,75,88,78,83,68,69,59,64,78,71,76,70,69
Greg White,1998-02-20,American,SF,Slasher,ELP,79,220,2020,2023:4200000;2024:4400000;2025:4600000;2026:4800000,77,75,69,82,70,72,60,69,71,75,76,80,78,86,88,79,65,78
Chris King,1996-08-05,American,PG,Floor General,ELP,74,190,2018,2023:6000000;2024:6200000;2025:6400000;2026:6600000,65,78,76,92,60,80,52,68,64,80,83,85,88,81,77,67,80,85
Tom Reed,1997-01-13,American,SG,Sharp Shooter,ELP,76,205,2019,2023:3800000;2024:4000000;2025:4200000;2026:4400000,70,80,88,89,57,64,48,65,70,65,67,77,75,83,85,70,66,81
David Green,1991-07-30,American,PF,Crafty Big,ELP,81,230,2013,2023:5500000;2024:5700000;2025:5900000;2026:6100000,73,77,85,86,76,68,70,74,76,72,75,70,73,79,68,72,77,74
Brian Carter,1999-03-12,American,C,Rim Protector,ELP,85,260,2021,2023:3400000;2024:3600000;2025:3800000;2026:4000000,68,64,50,78,87,78,91,80,88,66,67,54,58,75,72,69,74,66
Steven Hall,1995-10-24,American,SF,Versatile Wing,ELP,80,215,2017,2023:4700000;2024:4900000;2025:5100000;2026:5300000,72,74,77,84,80,85,80,73,75,77,78,76,77,82,84,75,71,80
Anthony Lewis,1994-06-18,American,PG,Inside Scorer,ELP,73,185,2016,2023:6300000;2024:6500000;2025:6700000;2026:6900000,69,82,80,91,65,77,55,70,68,84,80,88,85,80,79,78,82,84
Derrick Wright,1996-12-29,American,SG,Defensive Specialist,ELP,77,210,2018,2023:4100000;2024:4300000;2025:4500000;2026:4700000,66,71,73,76,72,86,82,76,67,70,72,71,73,80,87,71,68,77
Justin Barnes,1990-09-01,American,PF,Versatile Wing,ELP,83,245,2012,2023:5800000;2024:6000000;2025:6200000;2026:6400000,76,73,79,82,78,72,75,79,80,74,76,73,76,77,73,77,75,79
Kyle Robinson,1998-03-25,American,C,Rim Protector,ELP,86,265,2020,2023:3900000;2024:4100000;2025:4300000;2026:4500000,79,66,54,79,85,82,87,81,86,67,70,60,63,76,74,73,69,70
Mark Johnson,1992-04-10,American,PF,Rim Protector,CC,82,240,2014,2023:5000000;2024:5200000;2025:5400000;2026:5600000,74,68,63,80,88,79,85,72,85,70,72,65,67,82,83,74,68,76
Eric Daniels,1993-11-15,American,C,Inside Scorer,CC,84,255,2015,2023:4500000;2024:4700000;2025:4900000;2026:5100000,81,70,58,85,80,75,88,78,83,68,69,59,64,78,71,76,70,69
Greg White,1998-02-20,American,SF,Slasher,CC,79,220,2020,2023:4200000;2024:4400000;2025:4600000;2026:4800000,77,75,69,82,70,72,60,69,71,75,76,80,78,86,88,79,65,78
Chris King,1996-08-05,American,PG,Floor General,CC,74,190,2018,2023:6000000;2024:6200000;2025:6400000;2026:6600000,65,78,76,92,60,80,52,68,64,80,83,85,88,81,77,67,80,85
Tom Reed,1997-01-13,American,SG,Sharp Shooter,CC,76,205,2019,2023:3800000;2024:4000000;2025:4200000;2026:4400000,70,80,88,89,57,64,48,65,70,65,67,77,75,83,85,70,66,81
David Green,1991-07-30,American,PF,Crafty Big,CC,81,230,2013,2023:5500000;2024:5700000;2025:5900000;2026:6100000,73,77,85,86,76,68,70,74,76,72,75,70,73,79,68,72,77,74
Brian Carter,1999-03-12,American,C,Rim Protector,CC,85,260,2021,2023:3400000;2024:3600000;2025:3800000;2026:4000000,68,64,50,78,87,78,91,80,88,66,67,54,58,75,72,69,74,66
Steven Hall,1995-10-24,American,SF,Versatile Wing,CC,80,215,2017,2023:4700000;2024:4900000;2025:5100000;2026:5300000,72,74,77,84,80,85,80,73,75,77,78,76,77,82,84,75,71,80
Anthony Lewis,1994-06-18,American,PG,Inside Scorer,CC,73,185,2016,2023:6300000;2024:6500000;2025:6700000;2026:6900000,69,82,80,91,65,77,55,70,68,84,80,88,85,80,79,78,82,84
Derrick Wright,1996-12-29,American,SG,Defensive Specialist,CC,77,210,2018,2023:4100000;2024:4300000;2025:4500000;2026:4700000,66,71,73,76,72,86,82,76,67,70,72,71,73,80,87,71,68,77
Justin Barnes,1990-09-01,American,PF,Versatile Wing,CC,83,245,2012,2023:5800000;2024:6000000;2025:6200000;2026:6400000,76,73,79,82,78,72,75,79,80,74,76,73,76,77,73,77,75,79
Kyle Robinson,1998-03-25,American,C,Rim Protector,CC,86,265,2020,2023:3900000;2024:4100000;2025:4300000;2026:4500000,79,66,54,79,85,82,87,81,86,67,70,60,63,76,74,73,69,70
Mark Johnson,1992-04-10,American,PF,Rim Protector,BAT,82,240,2014,2023:5000000;2024:5200000;2025:5400000;2026:5600000,74,68,63,80,88,79,85,72,85,70,72,65,67,82,83,74,68,76
Eric Daniels,1993-11-15,American,C,Inside Scorer,BAT,84,255,2015,2023:4500000;2024:4700000;2025:4900000;2026:5100000,81,70,58,85,80,75,88,78,83,68,69,59,64,78,71,76,70,69
Greg White,1998-02-20,American,SF,Slasher,BAT,79,220,2020,2023:4200000;2024:4400000;2025:4600000;2026:4800000,77,75,69,82,70,72,60,69,71,75,76,80,78,86,88,79,65,78
Chris King,1996-08-05,American,PG,Floor General,BAT,74,190,2018,2023:6000000;2024:6200000;2025:6400000;2026:6600000,65,78,76,92,60,80,52,68,64,80,83,85,88,81,77,67,80,85
Tom Reed,1997-01-13,American,SG,Sharp Shooter,BAT,76,205,2019,2023:3800000;2024:4000000;2025:4200000;2026:4400000,70,80,88,89,57,64,48,65,70,65,67,77,75,83,85,70,66,81
David Green,1991-07-30,American,PF,Crafty Big,BAT,81,230,2013,2023:5500000;2024:5700000;2025:5900000;2026:6100000,73,77,85,86,76,68,70,74,76,72,75,70,73,79,68,72,77,74
Brian Carter,1999-03-12,American,C,Rim Protector,BAT,85,260,2021,2023:3400000;2024:3600000;2025:3800000;2026:4000000,68,64,50,78,87,78,91,80,88,66,67,54,58,75,72,69,74,66
Steven Hall,1995-10-24,American,SF,Versatile Wing,BAT,80,215,2017,2023:4700000;2024:4900000;2025:5100000;2026:5300000,72,74,77,84,80,85,80,73,75,77,78,76,77,82,84,75,71,80
Anthony Lewis,1994-06-18,American,PG,Inside Scorer,BAT,73,185,2016,2023:6300000;2024:6500000;2025:6700000;2026:6900000,69,82,80,91,65,77,55,70,68,84,80,88,85,80,79,78,82,84
Derrick Wright,1996-12-29,American,SG,Defensive Specialist,BAT,77,210,2018,2023:4100000;2024:4300000;2025:4500000;2026:4700000,66,71,73,76,72,86,82,76,67,70,72,71,73,80,87,71,68,77
Justin Barnes,1990-09-01,American,PF,Versatile Wing,BAT,83,245,2012,2023:5800000;2024:6000000;2025:6200000;2026:6400000,76,73,79,82,78,72,75,79,80,74,76,73,76,77,73,77,75,79
Kyle Robinson,1998-03-25,American,C,Rim Protector,BAT,86,265,2020,2023:3900000;2024:4100000;2025:4300000;2026:4500000,79,66,54,79,85,82,87,81,86,67,70,60,63,76,74,73,69,70
Mark Johnson,1992-04-10,American,PF,Rim Protector,LR,82,240,2014,2023:5000000;2024:5200000;2025:5400000;2026:5600000,74,68,63,80,88,79,85,72,85,70,72,65,67,82,83,74,68,76
Eric Daniels,1993-11-15,American,C,Inside Scorer,LR,84,255,2015,2023:4500000;2024:4700000;2025:4900000;2026:5100000,81,70,58,85,80,75,88,78,83,68,69,59,64,78,71,76,70,69
Greg White,1998-02-20,American,SF,Slasher,LR,79,220,2020,2023:4200000;2024:4400000;2025:4600000;2026:4800000,77,75,69,82,70,72,60,69,71,75,76,80,78,86,88,79,65,78
Chris King,1996-08-05,American,PG,Floor General,LR,74,190,2018,2023:6000000;2024:6200000;2025:6400000;2026:6600000,65,78,76,92,60,80,52,68,64,80,83,85,88,81,77,67,80,85
Tom Reed,1997-01-13,American,SG,Sharp Shooter,LR,76,205,2019,2023:3800000;2024:4000000;2025:4200000;2026:4400000,70,80,88,89,57,64,48,65,70,65,67,77,75,83,85,70,66,81
David Green,1991-07-30,American,PF,Crafty Big,LR,81,230,2013,2023:5500000;2024:5700000;2025:5900000;2026:6100000,73,77,85,86,76,68,70,74,76,72,75,70,73,79,68,72,77,74
Brian Carter,1999-03-12,American,C,Rim Protector,LR,85,260,2021,2023:3400000;2024:3600000;2025:3800000;2026:4000000,68,64,50,78,87,78,91,80,88,66,67,54,58,75,72,69,74,66
Steven Hall,1995-10-24,American,SF,Versatile Wing,LR,80,215,2017,2023:4700000;2024:4900000;2025:5100000;2026:5300000,72,74,77,84,80,85,80,73,75,77,78,76,77,82,84,75,71,80
Anthony Lewis,1994-06-18,American,PG,Inside Scorer,LR,73,185,2016,2023:6300000;2024:6500000;2025:6700000;2026:6900000,69,82,80,91,65,77,55,70,68,84,80,88,85,80,79,78,82,84
Derrick Wright,1996-12-29,American,SG,Defensive Specialist,LR,77,210,2018,2023:4100000;2024:4300000;2025:4500000;2026:4700000,66,71,73,76,72,86,82,76,67,70,72,71,73,80,87,71,68,77
Justin Barnes,1990-09-01,American,PF,Versatile Wing,LR,83,245,2012,2023:5800000;2024:6000000;2025:6200000;2026:6400000,76,73,79,82,78,72,75,79,80,74,76,73,76,77,73,77,75,79
Kyle Robinson,1998-03-25,American,C,Rim Protector,LR,86,265,2020,2023:3900000;2024:4100000;2025:4300000;2026:4500000,79,66,54,79,85,82,87,81,86,67,70,60,63,76,74,73,69,70
